Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Fuel Type Factor,Aerodynamic Proxy,City_Hwy_Diff
BMW,335i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6,AS8,Petrol,11.9,7.8,10.0,28,230,1.0,7.8,4.1000000000000005
BMW,428i CABRIOLET,SUBCOMPACT,2.0,4,AS8,Petrol,10.4,7.1,8.9,32,205,1.0,7.1,3.3000000000000007
BMW,428i COUPE,COMPACT,2.0,4,AS8,Petrol,10.0,6.5,8.4,34,193,1.0,6.5,3.5
BMW,428i GRAN COUPE,COMPACT,2.0,4,AS8,Petrol,10.4,7.1,8.9,32,205,1.0,7.1,3.3000000000000007
BMW,428i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Petrol,11.2,7.5,9.6,29,221,1.0,7.5,3.6999999999999993
BMW,428i xDRIVE COUPE,COMPACT,2.0,4,AS8,Petrol,10.6,7.2,9.1,31,209,1.0,7.2,3.3999999999999995
BMW,428i xDRIVE GRAN COUPE,COMPACT,2.0,4,AS8,Petrol,10.6,7.2,9.1,31,209,1.0,7.2,3.3999999999999995
BMW,435i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Petrol,11.8,7.6,9.9,29,228,1.0,7.6,4.200000000000001
BMW,435i COUPE,COMPACT,3.0,6,AS8,Petrol,11.4,7.4,9.6,29,221,1.0,7.4,4.0
BMW,435i GRAN COUPE,COMPACT,3.0,6,AS8,Petrol,11.4,7.4,9.6,29,221,1.0,7.4,4.0
BMW,435i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Petrol,12.1,8.1,10.3,27,237,1.0,8.1,4.0
BMW,435i xDRIVE COUPE,COMPACT,3.0,6,AS8,Petrol,11.9,7.8,10.0,28,230,1.0,7.8,4.1000000000000005
BMW,435i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Petrol,11.9,7.8,10.0,28,230,1.0,7.8,4.1000000000000005
BMW,528i SEDAN,MID-SIZE,2.0,4,AS8,Petrol,10.4,7.1,8.9,32,205,1.0,7.1,3.3000000000000007
BMW,528i xDRIVE SEDAN,MID-SIZE,2.0,4,AS8,Petrol,10.6,7.2,9.1,31,209,1.0,7.2,3.3999999999999995
BMW,535d xDRIVE SEDAN,MID-SIZE,3.0,6,AS8,Diesel,9.2,6.3,7.9,36,213,0.9,6.3,2.8999999999999995
BMW,535i xDRIVE SEDAN,MID-SIZE,3.0,6,AS8,Petrol,12.1,8.1,10.3,27,237,1.0,8.1,4.0
BMW,535i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6,AS8,Petrol,12.8,8.9,11.0,26,253,1.0,8.9,3.9000000000000004
BMW,550i xDRIVE SEDAN,MID-SIZE,4.4,8,AS8,Petrol,14.4,9.7,12.3,23,283,1.0,9.7,4.700000000000001
BMW,550i xDRIVE GRAN TURISMO,FULL-SIZE,4.4,8,AS8,Petrol,15.2,9.8,12.8,22,294,1.0,9.8,5.399999999999999
BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Petrol,12.1,8.1,10.3,27,237,1.0,8.1,4.0
BMW,640i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Petrol,12.1,8.1,10.3,27,237,1.0,8.1,4.0
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Petrol,15.2,9.8,12.8,22,294,1.0,9.8,5.399999999999999
BMW,650i xDRIVE COUPE,COMPACT,4.4,8,AS8,Petrol,14.4,9.7,12.3,23,283,1.0,9.7,4.700000000000001
BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Petrol,15.2,9.8,12.8,22,294,1.0,9.8,5.399999999999999
BMW,740Ld xDRIVE SEDAN,FULL-SIZE,3.0,6,AS8,Diesel,10.2,7.1,8.8,32,238,0.9,7.1,3.0999999999999996
BMW,740Li xDRIVE SEDAN,FULL-SIZE,3.0,6,AS8,Petrol,12.1,8.1,10.3,27,237,1.0,8.1,4.0
BMW,750i xDRIVE SEDAN,FULL-SIZE,4.4,8,AS8,Petrol,15.2,9.8,12.8,22,294,1.0,9.8,5.399999999999999
BMW,750Li xDRIVE SEDAN,FULL-SIZE,4.4,8,AS8,Petrol,15.2,9.8,12.8,22,294,1.0,9.8,5.399999999999999
BMW,760Li SEDAN,FULL-SIZE,6.0,12,AS8,Petrol,18.7,11.6,15.5,18,356,1.0,11.6,7.1
BMW,ACTIVEHYBRID 3,COMPACT,3.0,6,AS8,Petrol,9.7,7.5,8.7,32,200,1.0,7.5,2.1999999999999993
BMW,ACTIVEHYBRID 5,MID-SIZE,3.0,6,AS8,Petrol,10.6,7.9,9.4,30,216,1.0,7.9,2.6999999999999993
BMW,ACTIVEHYBRID 7L,FULL-SIZE,3.0,6,AS8,Petrol,10.6,7.7,9.3,30,214,1.0,7.7,2.8999999999999995
BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Petrol,15.2,9.8,12.8,22,294,1.0,9.8,5.399999999999999
BMW,ALPINA B7 xDRIVE LWB,FULL-SIZE,4.4,8,AS8,Petrol,15.2,9.8,12.8,22,294,1.0,9.8,5.399999999999999
BMW,ALPINA B7 xDRIVE SWB,FULL-SIZE,4.4,8,AS8,Petrol,15.2,9.8,12.8,22,294,1.0,9.8,5.399999999999999
BMW,M235i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Petrol,11.8,8.1,10.2,28,235,1.0,8.1,3.700000000000001
BMW,M235i COUPE,SUBCOMPACT,3.0,6,AS8,Petrol,11.8,8.1,10.2,28,235,1.0,8.1,3.700000000000001
BMW,M235i xDRIVE COUPE,SUBCOMPACT,3.0,6,AS8,Petrol,11.9,7.8,10.0,28,230,1.0,7.8,4.1000000000000005
BMW,X1 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Petrol,10.6,7.2,9.1,31,209,1.0,7.2,3.3999999999999995
BMW,X1 xDRIVE35i,SUV - SMALL,3.0,6,AS8,Petrol,13.2,8.9,11.2,25,258,1.0,8.9,4.299999999999999
BMW,X3 xDRIVE28d,SUV - SMALL,2.0,4,AS8,Diesel,8.6,6.9,7.9,36,213,0.9,6.9,1.6999999999999993
BMW,X3 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Petrol,11.1,8.4,9.9,29,228,1.0,8.4,2.6999999999999993
BMW,X3 xDRIVE35i,SUV - SMALL,3.0,6,AS8,Petrol,12.7,8.8,10.9,26,251,1.0,8.8,3.8999999999999986
BMW,X4 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Petrol,11.7,8.4,10.2,28,235,1.0,8.4,3.299999999999999
BMW,X4 xDRIVE35i,SUV - SMALL,3.0,6,AS8,Petrol,12.7,8.8,10.9,26,251,1.0,8.8,3.8999999999999986
BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Petrol,16.6,12.1,14.6,19,336,1.0,12.1,4.500000000000002
BMW,X5 xDRIVE35d,SUV - STANDARD,3.0,6,AS8,Diesel,9.9,7.2,8.7,32,235,0.9,7.2,2.7
BMW,X5 xDRIVE35i,SUV - STANDARD,3.0,6,AS8,Petrol,13.0,8.9,11.1,25,255,1.0,8.9,4.1
BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Petrol,16.1,10.9,13.8,20,317,1.0,10.9,5.200000000000001
BMW,X6 M,SUV - STANDARD,4.4,8,AS8,Petrol,16.6,12.1,14.6,19,336,1.0,12.1,4.500000000000002
BMW,X6 xDRIVE35i,SUV - STANDARD,3.0,6,AS8,Petrol,13.0,8.9,11.1,25,255,1.0,8.9,4.1
BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Petrol,16.1,10.9,13.8,20,317,1.0,10.9,5.200000000000001
BMW,Z4 sDRIVE28i,TWO-SEATER,2.0,4,AS8,Petrol,10.7,7.1,9.1,31,209,1.0,7.1,3.5999999999999996
BUICK,ENCLAVE,SUV - STANDARD,3.6,6,A6,Petrol,14.2,9.9,12.3,23,283,1.0,9.9,4.299999999999999
BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6,A6,Petrol,14.6,10.2,12.6,22,290,1.0,10.2,4.4
BUICK,ENCORE,SUV - SMALL,1.4,4,AS6,Petrol,9.5,7.2,8.5,33,196,1.0,7.2,2.3
BUICK,ENCORE AWD,SUV - SMALL,1.4,4,AS6,Petrol,10.2,8.0,9.2,31,212,1.0,8.0,2.1999999999999993
BUICK,LACROSSE,MID-SIZE,3.6,6,AS6,Petrol,13.7,8.6,11.4,25,262,1.0,8.6,5.1
BUICK,LACROSSE,MID-SIZE,3.6,6,AS6,Electric,18.7,12.4,15.8,18,253,0.8,12.4,6.299999999999999
BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS6,Petrol,13.9,9.1,11.7,24,269,1.0,9.1,4.800000000000001
BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS6,Electric,18.6,12.6,15.9,18,254,0.8,12.6,6.000000000000002
BUICK,LACROSSE eASSIST,MID-SIZE,2.4,4,AS6,Petrol,9.6,6.5,8.2,34,189,1.0,6.5,3.0999999999999996
BUICK,REGAL,MID-SIZE,2.0,4,AS6,Petrol,11.4,7.9,9.8,29,225,1.0,7.9,3.5
BUICK,REGAL AWD,MID-SIZE,2.0,4,AS6,Petrol,12.4,8.7,10.7,26,246,1.0,8.7,3.700000000000001
BUICK,REGAL eASSIST,MID-SIZE,2.4,4,AS6,Petrol,9.6,6.5,8.2,34,189,1.0,6.5,3.0999999999999996
BUICK,VERANO,COMPACT,2.0,4,AS6,Petrol,11.4,7.9,9.8,29,225,1.0,7.9,3.5
BUICK,VERANO,COMPACT,2.4,4,AS6,Petrol,11.1,7.4,9.4,30,216,1.0,7.4,3.6999999999999993
CADILLAC,ATS,COMPACT,2.0,4,AS6,Petrol,11.1,7.9,9.7,29,223,1.0,7.9,3.1999999999999993
CADILLAC,ATS,COMPACT,2.5,4,AS6,Petrol,11.1,7.2,9.3,30,214,1.0,7.2,3.8999999999999995
CADILLAC,ATS,COMPACT,3.6,6,AS6,Petrol,12.8,8.4,10.8,26,248,1.0,8.4,4.4
CADILLAC,ATS AWD,COMPACT,2.0,4,AS6,Petrol,11.5,8.5,10.2,28,235,1.0,8.5,3.0
CADILLAC,ATS AWD,COMPACT,3.6,6,AS6,Petrol,12.8,8.9,11.0,26,253,1.0,8.9,3.9000000000000004
CADILLAC,CTS,MID-SIZE,2.0,4,AS6,Petrol,11.5,7.9,9.9,29,228,1.0,7.9,3.5999999999999996
CADILLAC,CTS,MID-SIZE,3.6,6,AS8,Petrol,12.8,8.2,10.7,26,246,1.0,8.2,4.600000000000001
CADILLAC,CTS AWD,MID-SIZE,2.0,4,AS6,Petrol,12.3,8.5,10.6,27,244,1.0,8.5,3.8000000000000007
CADILLAC,CTS AWD,MID-SIZE,3.6,6,AS6,Petrol,12.8,8.9,11.0,26,253,1.0,8.9,3.9000000000000004
CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Petrol,15.1,9.9,12.7,22,292,1.0,9.9,5.199999999999999
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A6,Petrol,16.2,11.4,14.0,20,322,1.0,11.4,4.799999999999999
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A8,Petrol,15.9,11.1,13.8,20,317,1.0,11.1,4.800000000000001
CADILLAC,ESCALADE ESV 4WD,SUV - STANDARD,6.2,8,A6,Petrol,16.8,11.7,14.5,19,334,1.0,11.7,5.100000000000001
CADILLAC,ESCALADE ESV 4WD,SUV - STANDARD,6.2,8,A8,Petrol,16.4,11.7,14.3,20,329,1.0,11.7,4.699999999999999
CADILLAC,SRX,SUV - STANDARD,3.6,6,AS6,Petrol,14.2,9.8,12.3,23,283,1.0,9.8,4.399999999999999
CADILLAC,SRX AWD,SUV - STANDARD,3.6,6,AS6,Petrol,14.8,10.4,12.8,22,294,1.0,10.4,4.4
CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,Petrol,13.6,8.6,11.3,25,260,1.0,8.6,5.0
CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,Petrol,13.7,8.9,11.6,24,267,1.0,8.9,4.799999999999999
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Petrol,14.8,9.9,12.6,22,290,1.0,9.9,4.9
CHEVROLET,CAMARO,COMPACT,3.6,6,AS6,Petrol,13.3,8.8,11.3,25,260,1.0,8.8,4.5
CHEVROLET,CAMARO,COMPACT,6.2,8,AS6,Petrol,15.3,9.8,12.8,22,294,1.0,9.8,5.5
CHEVROLET,CAMARO 2LS,COMPACT,3.6,6,AS6,Petrol,12.6,7.9,10.5,27,242,1.0,7.9,4.699999999999999
CHEVROLET,CAMARO ZL1,COMPACT,6.2,8,AS6,Petrol,19.9,13.0,16.8,17,386,1.0,13.0,6.899999999999999
CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2.0,4,AV,Petrol,9.7,9.0,9.4,30,216,1.0,9.0,0.6999999999999993
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,Petrol,11.9,8.8,10.5,27,242,1.0,8.8,3.0999999999999996
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6,A6,Petrol,13.0,9.2,11.3,25,260,1.0,9.2,3.8000000000000007
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,Petrol,12.7,9.5,11.3,25,260,1.0,9.5,3.1999999999999993
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A6,Petrol,13.5,9.8,11.8,24,271,1.0,9.8,3.6999999999999993
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Petrol,14.6,8.1,11.7,24,269,1.0,8.1,6.5
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Petrol,17.7,10.2,14.3,20,329,1.0,10.2,7.5
CHEVROLET,CRUZE,MID-SIZE,1.4,4,AS6,Petrol,9.1,6.3,7.8,36,179,1.0,6.3,2.8
CHEVROLET,CRUZE,MID-SIZE,1.8,4,AS6,Petrol,10.5,6.8,8.8,32,202,1.0,6.8,3.7
CHEVROLET,CRUZE DIESEL,MID-SIZE,2.0,4,AS6,Diesel,8.7,5.1,7.1,40,192,0.9,5.1,3.5999999999999996
CHEVROLET,CRUZE ECO,MID-SIZE,1.4,4,A6,Petrol,9.0,6.1,7.7,37,177,1.0,6.1,2.9000000000000004
CHEVROLET,EQUINOX,SUV - SMALL,2.4,4,A6,Petrol,10.5,7.3,9.1,31,209,1.0,7.3,3.2
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,Petrol,10.5,7.3,9.1,31,209,1.0,7.3,3.2
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,Electric,15.6,10.8,13.4,21,214,0.8,10.8,4.799999999999999
CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,Petrol,14.2,9.5,12.1,23,278,1.0,9.5,4.699999999999999
CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4,A6,Petrol,11.5,8.2,10.0,28,230,1.0,8.2,3.3000000000000007
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,Petrol,11.5,8.2,10.0,28,230,1.0,8.2,3.3000000000000007
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,Electric,16.3,11.6,14.2,20,227,0.8,11.6,4.700000000000001
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,Petrol,14.8,9.9,12.6,22,290,1.0,9.9,4.9
CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,Petrol,10.6,7.5,9.2,31,212,1.0,7.5,3.0999999999999996
CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,Petrol,12.5,8.2,10.6,27,244,1.0,8.2,4.300000000000001
CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,Electric,17.0,11.5,14.5,19,232,0.8,11.5,5.5
CHEVROLET,MALIBU,MID-SIZE,2.0,4,AS6,Petrol,11.4,7.9,9.8,29,225,1.0,7.9,3.5
CHEVROLET,MALIBU,MID-SIZE,2.5,4,AS6,Petrol,9.3,6.4,8.0,35,184,1.0,6.4,2.9000000000000004
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,Petrol,13.4,9.9,11.9,24,274,1.0,9.9,3.5
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,Electric,19.3,14.3,17.1,17,274,0.8,14.3,5.0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,14.6,10.3,12.7,22,292,1.0,10.3,4.299999999999999
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,Electric,19.9,13.8,17.2,16,275,0.8,13.8,6.099999999999998
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Petrol,16.1,11.4,14.0,20,322,1.0,11.4,4.700000000000001
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,Petrol,14.1,10.6,12.5,23,288,1.0,10.6,3.5
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,Electric,20.3,15.2,18.0,16,288,0.8,15.2,5.100000000000001
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,14.9,10.7,13.0,22,299,1.0,10.7,4.200000000000001
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Electric,20.2,14.3,17.5,16,280,0.8,14.3,5.899999999999999
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Petrol,16.3,11.6,14.2,20,327,1.0,11.6,4.700000000000001
CHEVROLET,SONIC,COMPACT,1.4,4,AS6,Petrol,9.0,6.8,8.0,35,184,1.0,6.8,2.2
CHEVROLET,SONIC,COMPACT,1.8,4,AS6,Petrol,9.6,6.7,8.3,34,191,1.0,6.7,2.8999999999999995
CHEVROLET,SONIC RS,COMPACT,1.4,4,AS6,Petrol,9.4,7.0,8.3,34,191,1.0,7.0,2.4000000000000004
CHEVROLET,SONIC 5,MID-SIZE,1.4,4,AS6,Petrol,9.0,6.8,8.0,35,184,1.0,6.8,2.2
CHEVROLET,SONIC 5,MID-SIZE,1.8,4,AS6,Petrol,9.6,6.7,8.3,34,191,1.0,6.7,2.8999999999999995
CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,AS6,Petrol,9.4,7.0,8.3,34,191,1.0,7.0,2.4000000000000004
CHEVROLET,SPARK,SUBCOMPACT,1.2,4,AV,Petrol,7.7,6.1,7.0,40,161,1.0,6.1,1.6000000000000005
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,Petrol,14.9,10.1,12.7,22,292,1.0,10.1,4.800000000000001
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,Electric,20.2,13.6,17.2,16,275,0.8,13.6,6.6
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,Petrol,15.4,10.8,13.3,21,306,1.0,10.8,4.6
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,Electric,22.1,15.4,19.1,15,306,0.8,15.4,6.700000000000001
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,Petrol,14.9,10.1,12.7,22,292,1.0,10.1,4.800000000000001
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,Electric,20.2,13.6,17.2,16,275,0.8,13.6,6.6
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,Petrol,15.1,10.4,13.0,22,299,1.0,10.4,4.699999999999999
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,Electric,20.5,14.0,17.6,16,282,0.8,14.0,6.5
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,Petrol,14.2,9.9,12.3,23,283,1.0,9.9,4.299999999999999
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,Petrol,14.6,10.2,12.6,22,290,1.0,10.2,4.4
CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,Petrol,9.2,7.0,8.2,34,189,1.0,7.0,2.1999999999999993
CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS6,Petrol,9.7,7.6,8.7,32,200,1.0,7.6,2.0999999999999996
CHRYSLER,200,MID-SIZE,2.4,4,A9,Petrol,10.2,6.4,8.5,33,196,1.0,6.4,3.799999999999999
CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,Petrol,10.2,6.4,8.5,33,196,1.0,6.4,3.799999999999999
CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,Electric,13.6,8.5,11.3,25,181,0.8,8.5,5.1
CHRYSLER,200,MID-SIZE,3.6,6,A9,Petrol,12.4,7.5,10.2,28,235,1.0,7.5,4.9
CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,Petrol,12.4,7.5,10.2,28,235,1.0,7.5,4.9
CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,Electric,16.5,10.1,13.6,21,218,0.8,10.1,6.4
CHRYSLER,200 AWD,MID-SIZE,3.6,6,A9,Petrol,12.8,8.1,10.7,26,246,1.0,8.1,4.700000000000001
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,Petrol,12.8,8.1,10.7,26,246,1.0,8.1,4.700000000000001
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,Electric,16.9,10.8,14.1,20,226,0.8,10.8,6.099999999999998
CHRYSLER,300,FULL-SIZE,3.6,6,A8,Petrol,12.4,7.7,10.3,27,237,1.0,7.7,4.7
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,Petrol,12.4,7.7,10.3,27,237,1.0,7.7,4.7
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,Electric,16.8,10.3,13.9,20,222,0.8,10.3,6.5
CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A8,Petrol,14.8,9.3,12.3,23,283,1.0,9.3,5.5
CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,Petrol,12.8,8.6,10.9,26,251,1.0,8.6,4.200000000000001
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,Petrol,12.8,8.6,10.9,26,251,1.0,8.6,4.200000000000001
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,Electric,17.3,11.7,14.8,19,237,0.8,11.7,5.600000000000001
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,Petrol,14.1,9.5,12.0,24,276,1.0,9.5,4.6
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,Electric,19.7,13.3,16.8,17,269,0.8,13.3,6.399999999999999
DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,Petrol,12.4,7.8,10.3,27,237,1.0,7.8,4.6000000000000005
DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,Petrol,14.8,9.3,12.3,23,283,1.0,9.3,5.5
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Petrol,15.7,9.5,12.9,22,297,1.0,9.5,6.199999999999999
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Petrol,15.7,9.5,12.9,22,297,1.0,9.5,6.199999999999999
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Petrol,18.0,10.7,14.7,19,338,1.0,10.7,7.300000000000001
DODGE,CHARGER,FULL-SIZE,3.6,6,A5,Petrol,13.7,8.9,11.5,25,264,1.0,8.9,4.799999999999999
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,Petrol,13.7,8.9,11.5,25,264,1.0,8.9,4.799999999999999
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,Electric,18.7,12.4,15.9,18,254,0.8,12.4,6.299999999999999
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,Petrol,12.4,7.7,10.3,27,237,1.0,7.7,4.7
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,Petrol,12.4,7.7,10.3,27,237,1.0,7.7,4.7
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,Electric,16.8,10.3,13.9,20,222,0.8,10.3,6.5
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,Petrol,15.7,9.6,12.9,22,297,1.0,9.6,6.1
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,Petrol,14.8,9.3,12.3,23,283,1.0,9.3,5.5
DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,Petrol,12.8,8.6,10.9,26,251,1.0,8.6,4.200000000000001
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,Petrol,12.8,8.6,10.9,26,251,1.0,8.6,4.200000000000001
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,Electric,17.3,11.7,14.8,19,237,0.8,11.7,5.600000000000001
DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,Petrol,16.1,10.0,13.4,21,308,1.0,10.0,6.100000000000001
DODGE,CHARGER SRT 392 HEMI,FULL-SIZE,6.4,8,A8,Petrol,15.7,9.5,12.9,22,297,1.0,9.5,6.199999999999999
DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.2,8,A8,Petrol,18.0,10.7,14.7,19,338,1.0,10.7,7.300000000000001
DODGE,DART FFV,MID-SIZE,2.0,4,A6,Petrol,9.9,7.0,8.6,33,198,1.0,7.0,2.9000000000000004
DODGE,DART FFV,MID-SIZE,2.0,4,A6,Electric,13.3,9.3,11.5,25,184,0.8,9.3,4.0
DODGE,DART,MID-SIZE,2.4,4,A6,Petrol,10.1,6.8,8.6,33,198,1.0,6.8,3.3
DODGE,DART GT,MID-SIZE,2.4,4,A6,Petrol,10.6,7.5,9.2,31,212,1.0,7.5,3.0999999999999996
DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,Petrol,8.4,5.9,7.3,39,168,1.0,5.9,2.5
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,Petrol,13.9,9.8,12.1,23,278,1.0,9.8,4.1
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,Electric,17.7,13.0,15.6,18,250,0.8,13.0,4.699999999999999
DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,Petrol,17.3,11.5,14.7,19,338,1.0,11.5,5.800000000000001
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,Petrol,13.7,9.4,11.8,24,271,1.0,9.4,4.299999999999999
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,Electric,19.2,13.1,16.4,17,262,0.8,13.1,6.1
DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,Petrol,12.7,9.1,11.1,25,255,1.0,9.1,3.5999999999999996
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,Petrol,14.2,9.4,12.1,23,278,1.0,9.4,4.799999999999999
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,Electric,18.9,12.9,16.2,17,259,0.8,12.9,5.999999999999998
DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,Petrol,14.5,9.9,12.4,23,285,1.0,9.9,4.6
FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,Petrol,8.7,6.9,7.9,36,182,1.0,6.9,1.799999999999999
