Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Fuel Type Factor,Aerodynamic Proxy,City_Hwy_Diff,VEEI
JAGUAR,F-PACE 25t,SUV - SMALL,2.0,4,AS8,Petrol,10.7,8.8,9.9,29,227,1.0,8.8,1.8999999999999984,98.33321644752787
JAGUAR,F-PACE 35t,SUV - SMALL,3.0,6,AS8,Petrol,13.3,10.0,11.8,24,277,1.0,10.0,3.3000000000000007,93.95566730267005
JAGUAR,F-TYPE Convertible,TWO-SEATER,2.0,4,AS8,Petrol,10.2,7.8,9.2,31,215,1.0,7.8,2.3999999999999995,98.58850285545203
JAGUAR,F-TYPE Convertible,TWO-SEATER,3.0,6,AS8,Petrol,11.9,8.5,10.4,27,242,1.0,8.5,3.4000000000000004,95.32686354556483
JAGUAR,F-TYPE Convertible R-Dynamic,TWO-SEATER,3.0,6,AS8,Petrol,12.4,8.8,10.8,26,253,1.0,8.8,3.6,94.93797578169368
JAGUAR,F-TYPE Convertible R-Dynamic AWD,TWO-SEATER,3.0,6,AS8,Petrol,13.0,9.2,11.3,25,265,1.0,9.2,3.8000000000000007,94.46646771176233
JAGUAR,F-TYPE Coupe,TWO-SEATER,2.0,4,AS8,Petrol,10.2,7.8,9.2,31,215,1.0,7.8,2.3999999999999995,98.58850285545203
JAGUAR,F-TYPE Coupe,TWO-SEATER,3.0,6,AS8,Petrol,11.9,8.5,10.4,27,242,1.0,8.5,3.4000000000000004,95.32686354556483
JAGUAR,F-TYPE Coupe R-Dynamic,TWO-SEATER,3.0,6,AS8,Petrol,12.4,8.8,10.8,26,253,1.0,8.8,3.6,94.93797578169368
JAGUAR,F-TYPE Coupe R-Dynamic AWD,TWO-SEATER,3.0,6,AS8,Petrol,13.0,9.2,11.3,25,265,1.0,9.2,3.8000000000000007,94.46646771176233
JAGUAR,F-TYPE R AWD Convertible,TWO-SEATER,5.0,8,AS8,Petrol,15.6,10.4,13.3,21,311,1.0,10.4,5.199999999999999,82.16337961377484
JAGUAR,F-TYPE R AWD Coupe,TWO-SEATER,5.0,8,AS8,Petrol,15.6,10.4,13.3,21,311,1.0,10.4,5.199999999999999,82.16337961377484
JAGUAR,XE 20d AWD,COMPACT,2.0,4,AS8,Diesel,7.8,5.8,6.9,41,186,0.9,5.8,2.0,99.21681496549289
JAGUAR,XE 25t AWD,COMPACT,2.0,4,AS8,Petrol,9.8,6.9,8.5,33,200,1.0,6.9,2.9000000000000004,98.81284545635508
JAGUAR,XE 35t AWD,COMPACT,3.0,6,AS8,Petrol,11.8,8.2,10.2,28,238,1.0,8.2,3.6000000000000014,95.59599274603363
JAGUAR,XF 20d AWD,MID-SIZE,2.0,4,AS8,Diesel,7.8,5.8,6.9,41,186,0.9,5.8,2.0,99.21681496549289
JAGUAR,XF 25t AWD,MID-SIZE,2.0,4,AS8,Petrol,10.1,7.2,8.8,32,207,1.0,7.2,2.8999999999999995,98.71312209323546
JAGUAR,XF 35t AWD,MID-SIZE,3.0,6,AS8,Petrol,12.0,8.4,10.4,27,243,1.0,8.4,3.6,95.32686354556483
JAGUAR,XJ R-Sport AWD,FULL-SIZE,3.0,6,AS8,Petrol,14.0,9.0,11.8,24,276,1.0,9.0,5.0,93.95566730267005
JAGUAR,XJL Portfolio AWD,FULL-SIZE,3.0,6,AS8,Petrol,14.0,9.4,11.9,24,280,1.0,9.4,4.6,93.9020117975133
JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Petrol,15.8,10.3,13.3,21,313,1.0,10.3,5.5,82.16337961377484
JEEP,Cherokee,SUV - SMALL,2.0,4,A9,Petrol,10.4,7.6,9.1,31,214,1.0,7.6,2.8000000000000007,98.60696496475327
JEEP,Cherokee,SUV - SMALL,2.4,4,A9,Petrol,10.8,7.6,9.3,30,219,1.0,7.6,3.200000000000001,98.15796646654692
JEEP,Cherokee,SUV - SMALL,3.2,6,A9,Petrol,11.9,8.2,10.2,28,240,1.0,8.2,3.700000000000001,95.28325780169142
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,2.0,4,A9,Petrol,11.2,8.0,9.8,29,229,1.0,8.0,3.1999999999999997,98.35295180574644
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,2.4,4,A9,Petrol,11.2,8.0,9.8,29,230,1.0,8.0,3.1999999999999997,97.96613878466236
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,3.2,6,A9,Petrol,12.2,8.6,10.6,27,249,1.0,8.6,3.6,94.89443991882004
JEEP,Cherokee 4X4 Active Drive II,SUV - SMALL,2.0,4,A9,Petrol,11.5,8.6,10.2,28,240,1.0,8.6,2.9000000000000004,98.20211728221877
JEEP,Cherokee 4X4 Active Drive II,SUV - SMALL,3.2,6,A9,Petrol,12.8,9.0,11.1,25,259,1.0,9.0,3.8000000000000007,94.18831757302972
JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,2.0,4,A9,Petrol,11.8,9.2,10.6,27,249,1.0,9.2,2.6000000000000014,98.04010983102236
JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,3.2,6,A9,Petrol,12.9,9.9,11.6,24,269,1.0,9.9,3.0,93.648042406438
JEEP,Compass,SUV - SMALL,2.4,4,A6,Petrol,10.6,7.6,9.3,30,218,1.0,7.6,3.0,98.15796646654692
JEEP,Compass 4X4,SUV - SMALL,2.4,4,A9,Petrol,10.8,7.8,9.5,30,222,1.0,7.8,3.000000000000001,98.11218043547983
JEEP,Grand Cherokee 4X4,SUV - STANDARD,3.6,6,A8,Petrol,12.7,9.6,11.3,25,265,1.0,9.6,3.1,93.30235787188143
JEEP,Grand Cherokee 4X4,SUV - STANDARD,5.7,8,A8,Petrol,16.7,10.9,14.1,20,331,1.0,10.9,5.799999999999999,77.28812118077639
JEEP,Grand Cherokee 4X4 EcoDiesel,SUV - STANDARD,3.0,6,A8,Diesel,11.2,8.5,10.0,28,268,0.9,8.5,2.6999999999999997,95.17696880099994
JEEP,Grand Cherokee 4X4 SRT,SUV - STANDARD,6.4,8,A8,Petrol,18.3,12.6,15.7,18,368,1.0,12.6,5.700000000000001,68.33854189990457
JEEP,Renegade,SUV - SMALL,1.3,4,A9,Petrol,9.8,7.4,8.7,32,204,1.0,7.4,2.4000000000000004,99.27561063896208
JEEP,Renegade,SUV - SMALL,2.4,4,A9,Petrol,10.8,7.8,9.5,30,222,1.0,7.8,3.000000000000001,98.11218043547983
JEEP,Renegade 4X4,SUV - SMALL,1.3,4,A9,Petrol,10.1,8.1,9.2,31,216,1.0,8.1,2.0,99.18298277495222
JEEP,Renegade 4X4,SUV - SMALL,2.4,4,A9,Petrol,11.2,8.2,9.8,29,230,1.0,8.2,3.0,97.96613878466236
JEEP,Renegade 4X4 Trailhawk,SUV - SMALL,1.3,4,A9,Petrol,10.8,8.7,9.9,29,230,1.0,8.7,2.1000000000000014,99.01704660980153
JEEP,Wrangler JL 4X4,SUV - SMALL,2.0,4,A8,Petrol,10.5,9.4,10.0,28,233,1.0,9.4,1.0999999999999996,98.2429976671001
JEEP,Wrangler JL 4X4,SUV - SMALL,3.6,6,A8,Petrol,12.8,10.4,11.8,24,274,1.0,10.4,2.4000000000000004,92.68939738097069
JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,2.0,4,A8,Petrol,10.9,10.0,10.5,27,245,1.0,10.0,0.9000000000000004,98.0613070676275
JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,3.6,6,A8,Petrol,12.9,10.2,11.7,24,275,1.0,10.2,2.700000000000001,92.75378398715878
KIA,Cadenza,FULL-SIZE,3.3,6,AS8,Petrol,11.6,8.5,10.2,28,238,1.0,8.5,3.1,95.12689032952031
KIA,Forte,MID-SIZE,2.0,4,AV,Petrol,7.7,5.9,6.9,41,164,1.0,5.9,1.7999999999999998,99.32383516006028
KIA,Niro,STATION WAGON - SMALL,1.6,4,AM6,Petrol,4.6,5.1,4.8,59,114,1.0,5.1,-0.5,99.91452038723118
KIA,Niro FE,STATION WAGON - SMALL,1.6,4,AM6,Petrol,4.5,4.8,4.7,60,110,1.0,4.8,-0.2999999999999998,99.92835966780795
KIA,Niro Touring,STATION WAGON - SMALL,1.6,4,AM6,Petrol,5.1,5.8,5.4,52,129,1.0,5.8,-0.7000000000000002,99.81154658854703
KIA,Optima,FULL-SIZE,2.0,4,AS6,Petrol,11.2,7.9,9.7,29,230,1.0,7.9,3.299999999999999,98.37268716396503
KIA,Optima,FULL-SIZE,2.4,4,AS6,Petrol,9.5,7.1,8.4,34,199,1.0,7.1,2.4000000000000004,98.5902404657392
KIA,Optima Hybrid,MID-SIZE,2.0,4,AM6,Petrol,6.1,5.2,5.7,50,133,1.0,5.2,0.8999999999999995,99.63456596846075
KIA,Rio,COMPACT,1.6,4,AS6,Petrol,8.5,6.4,7.5,38,177,1.0,6.4,2.1,99.38334524536893
KIA,Sedona,MINIVAN,3.3,6,AS8,Petrol,12.7,10.0,11.5,25,272,1.0,10.0,2.6999999999999997,93.77109236493082
KIA,Sorento,SUV - SMALL,2.4,4,AS6,Petrol,10.7,8.2,9.6,29,225,1.0,8.2,2.5,98.01350364438694
KIA,Sorento AWD,SUV - SMALL,2.4,4,AS6,Petrol,11.2,9.0,10.2,28,242,1.0,9.0,2.1999999999999997,97.78513735642915
KIA,Sorento AWD,SUV - SMALL,3.3,6,AS8,Petrol,12.5,9.7,11.2,25,265,1.0,9.7,2.8000000000000007,93.94107300526741
KIA,Soul,STATION WAGON - SMALL,1.6,4,AS6,Petrol,9.0,7.6,8.4,34,198,1.0,7.6,1.4000000000000004,99.1558326142151
KIA,Soul,STATION WAGON - SMALL,2.0,4,AS6,Petrol,9.5,7.8,8.7,32,206,1.0,7.8,1.7000000000000002,98.73100726162104
KIA,Sportage,SUV - SMALL,2.4,4,AS6,Petrol,10.3,7.8,9.2,31,218,1.0,7.8,2.500000000000001,98.24880004430906
KIA,Sportage AWD,SUV - SMALL,2.0,4,AS6,Petrol,11.9,10.2,11.1,25,263,1.0,10.2,1.700000000000001,97.74589218694305
KIA,Sportage AWD,SUV - SMALL,2.4,4,AS6,Petrol,11.3,9.5,10.5,27,247,1.0,9.5,1.8000000000000007,97.61616509891962
KIA,Stinger AWD,MID-SIZE,2.0,4,AS8,Petrol,11.1,8.1,9.7,29,229,1.0,8.1,3.0,98.37268716396503
KIA,Stinger AWD,MID-SIZE,3.3,6,AS8,Petrol,13.6,9.6,11.8,24,279,1.0,9.6,4.0,93.32253234182036
LAMBORGHINI,Urus,SUV - STANDARD,4.0,8,AS8,Petrol,19.2,14.1,16.9,17,384,1.0,14.1,5.1,77.52866617487521
LAND ROVER,Discovery,SUV - STANDARD,3.0,6,AS8,Petrol,14.8,11.4,13.3,21,311,1.0,11.4,3.4000000000000004,92.13138012734045
LAND ROVER,Discovery TD6 Diesel,SUV - STANDARD,3.0,6,AS8,Diesel,11.3,9.2,10.4,27,279,0.9,9.2,2.1000000000000014,94.77573539383128
LAND ROVER,Discovery Sport,SUV - SMALL,2.0,4,AS9,Petrol,11.4,9.3,10.5,27,246,1.0,9.3,2.1,98.0613070676275
LAND ROVER,Range Rover 3.0,SUV - STANDARD,3.0,6,AS8,Petrol,14.1,10.3,12.4,23,291,1.0,10.3,3.799999999999999,93.34446111349313
LAND ROVER,Range Rover TD6 Diesel,SUV - STANDARD,3.0,6,AS8,Diesel,10.7,8.3,9.6,29,256,0.9,8.3,2.3999999999999986,95.5505309387087
LAND ROVER,Range Rover 5.0 Supercharged,SUV - STANDARD,5.0,8,AS8,Petrol,14.4,11.3,13.0,22,305,1.0,11.3,3.1,83.37740316479632
LAND ROVER,Range Rover SVAutobiography LWB,SUV - STANDARD,5.0,8,AS8,Petrol,17.9,12.7,15.5,18,365,1.0,12.7,5.199999999999999,75.64522935769526
LAND ROVER,Range Rover Sport 3.0,SUV - STANDARD,3.0,6,AS8,Petrol,14.1,10.3,12.4,23,291,1.0,10.3,3.799999999999999,93.34446111349313
LAND ROVER,Range Rover Sport TD6 Diesel,SUV - STANDARD,3.0,6,AS8,Diesel,10.7,8.3,9.6,29,256,0.9,8.3,2.3999999999999986,95.5505309387087
LAND ROVER,Range Rover Sport Supercharged,SUV - STANDARD,5.0,8,AS8,Petrol,14.1,10.7,12.6,22,294,1.0,10.7,3.4000000000000004,83.89769897237694
LAND ROVER,Range Rover Evoque,SUV - SMALL,2.0,4,AS9,Petrol,10.9,8.0,9.6,29,225,1.0,8.0,2.9000000000000004,98.3924225221836
LAND ROVER,Range Rover Evoque Convertible,SUV - SMALL,2.0,4,AS9,Petrol,11.2,8.2,9.8,29,231,1.0,8.2,3.0,98.35295180574644
LAND ROVER,Range Rover Velar D180,SUV - SMALL,2.0,4,AS8,Diesel,9.2,7.8,8.5,33,229,0.9,7.8,1.3999999999999997,98.64904862804265
LAND ROVER,Range Rover Velar P300,SUV - SMALL,2.0,4,AS8,Petrol,11.7,9.2,10.6,27,248,1.0,9.2,2.5,98.04010983102236
LAND ROVER,Range Rover Velar P380,SUV - SMALL,3.0,6,AS8,Petrol,13.0,10.0,11.6,24,273,1.0,10.0,3.0,94.06297831298356
LEXUS,ES 350,MID-SIZE,3.5,6,AS8,Petrol,10.6,7.2,9.1,31,211,1.0,7.2,3.3999999999999995,95.87688055183119
LEXUS,ES 350 F SPORT,MID-SIZE,3.5,6,AS8,Petrol,10.9,7.5,9.4,30,219,1.0,7.5,3.4000000000000004,95.57964059208109
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Petrol,12.3,9.1,10.9,26,254,1.0,9.1,3.200000000000001,93.9886860750742
LEXUS,GS F,COMPACT,5.0,8,AS8,Petrol,14.9,9.7,12.5,23,293,1.0,9.7,5.200000000000001,84.73469657587623
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Petrol,16.0,12.9,14.6,19,341,1.0,12.9,3.1,80.05682055283697
LEXUS,IS 300,COMPACT,2.0,4,AS8,Petrol,11.0,7.6,9.5,30,220,1.0,7.6,3.4000000000000004,98.47465318142767
LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Petrol,12.3,9.1,10.9,26,254,1.0,9.1,3.200000000000001,93.9886860750742
LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Petrol,12.3,9.1,10.9,26,254,1.0,9.1,3.200000000000001,93.9886860750742
LEXUS,LC 500,SUBCOMPACT,5.0,8,AS10,Petrol,15.1,9.5,12.6,22,294,1.0,9.5,5.6,83.89769897237694
LEXUS,LS 500 AWD,MID-SIZE,3.4,6,AS10,Petrol,13.1,8.7,11.1,25,261,1.0,8.7,4.4,93.80714886439615
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Petrol,18.2,12.8,15.8,18,371,1.0,12.8,5.399999999999999,71.65166998128745
LEXUS,NX 300 AWD,SUV - SMALL,2.0,4,AS6,Petrol,10.7,8.5,9.7,29,226,1.0,8.5,2.1999999999999997,98.37268716396503
LEXUS,NX 300 AWD F SPORT,SUV - SMALL,2.0,4,AS6,Petrol,10.8,8.9,9.9,29,232,1.0,8.9,1.9000000000000004,98.33321644752787
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Petrol,13.1,9.8,11.2,25,262,1.0,9.8,3.299999999999999,93.5564703443038
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS6,Petrol,13.1,9.8,11.2,25,262,1.0,9.8,3.299999999999999,93.5564703443038
LEXUS,RC F,SUBCOMPACT,5.0,8,AS8,Petrol,15.2,9.5,12.6,22,289,1.0,9.5,5.699999999999999,83.89769897237694
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,Petrol,12.2,9.0,10.8,26,252,1.0,9.0,3.1999999999999997,94.04646892678147
LEXUS,RX 350 L AWD,SUV - SMALL,3.5,6,AS8,Petrol,13.1,9.4,11.1,25,268,1.0,9.4,3.6999999999999993,93.61656451007937
LEXUS,UX 200,MID-SIZE,2.0,4,AS10,Petrol,8.0,6.3,7.2,39,168,1.0,6.3,1.7000000000000002,99.2304161942339
LINCOLN,Continental AWD,FULL-SIZE,2.7,6,AS6,Petrol,14.0,9.4,12.0,24,281,1.0,9.4,4.6,94.49222235423757
LINCOLN,Continental AWD,FULL-SIZE,3.0,6,AS6,Petrol,14.5,9.8,12.3,23,289,1.0,9.8,4.699999999999999,93.40044946670017
LINCOLN,Continental AWD,FULL-SIZE,3.7,6,AS6,Petrol,14.3,9.7,12.2,23,287,1.0,9.7,4.600000000000001,91.86263603194664
LINCOLN,MKC AWD,SUV - SMALL,2.0,4,AS6,Petrol,12.3,9.3,11.0,26,257,1.0,9.3,3.0,97.86564026819546
LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2.0,4,AS6,Petrol,12.2,9.3,10.9,26,256,1.0,9.3,2.8999999999999986,97.88765278313157
LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS6,Petrol,13.1,9.5,11.5,25,270,1.0,9.5,3.6,97.25941560685517
LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,Petrol,15.7,11.2,13.7,21,322,1.0,11.2,4.5,90.4859446358667
LINCOLN,MKT Livery AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,Petrol,14.7,10.3,12.7,22,297,1.0,10.3,4.399999999999999,91.11875441183665
LINCOLN,MKZ AWD,MID-SIZE,2.0,4,AS6,Petrol,12.1,8.4,10.4,27,245,1.0,8.4,3.6999999999999993,98.08250430423263
LINCOLN,MKZ AWD,MID-SIZE,3.0,6,AS6,Petrol,14.0,9.2,11.8,24,278,1.0,9.2,4.800000000000001,93.95566730267005
LINCOLN,MKZ Hybrid,MID-SIZE,2.0,4,AV,Petrol,5.7,6.2,5.9,48,139,1.0,6.2,-0.5,99.58353362133388
LINCOLN,Nautilus,SUV - SMALL,2.0,4,AS8,Petrol,12.0,9.6,10.7,26,250,1.0,9.6,2.4000000000000004,97.93167781300377
LINCOLN,Nautilus,SUV - SMALL,2.7,6,AS8,Petrol,12.6,9.2,11.0,26,259,1.0,9.2,3.4000000000000004,95.38372920914978
LINCOLN,Navigator 4X4,SUV - STANDARD,3.5,6,AS10,Petrol,15.0,11.4,13.4,21,314,1.0,11.4,3.6,90.70056665649372
MASERATI,Ghibli,MID-SIZE,3.0,6,AS8,Petrol,14.1,9.8,12.2,23,286,1.0,9.8,4.299999999999999,93.45643781990722
MASERATI,Ghibli S,MID-SIZE,3.0,6,AS8,Petrol,14.7,9.9,12.6,22,295,1.0,9.9,4.799999999999999,92.9118238387114
MASERATI,Ghibli SQ4,MID-SIZE,3.0,6,AS8,Petrol,14.7,9.9,12.6,22,295,1.0,9.9,4.799999999999999,92.9118238387114
MASERATI,GranTurismo Convertible,SUBCOMPACT,4.7,8,AS6,Petrol,17.8,11.6,15.0,19,354,1.0,11.6,6.200000000000001,79.05073276491527
MASERATI,Levante,SUV - STANDARD,3.0,6,AS8,Petrol,15.9,11.1,13.7,21,324,1.0,11.1,4.800000000000001,91.88609781805245
MASERATI,Levante S,SUV - STANDARD,3.0,6,AS8,Petrol,16.1,11.4,14.0,20,330,1.0,11.4,4.700000000000001,91.27289204483242
MASERATI,Levante GTS,SUV - STANDARD,3.8,8,AS8,Petrol,17.9,12.9,15.3,18,360,1.0,12.9,4.999999999999998,81.800906867827
MASERATI,Levante Trofeo,SUV - STANDARD,3.8,8,AS8,Petrol,17.9,12.9,15.3,18,360,1.0,12.9,4.999999999999998,81.800906867827
MASERATI,Quattroporte S,FULL-SIZE,3.0,6,AS8,Petrol,15.1,10.3,12.8,22,299,1.0,10.3,4.799999999999999,92.79475728200576
MASERATI,Quattroporte SQ4,FULL-SIZE,3.0,6,AS8,Petrol,15.0,10.3,12.8,22,301,1.0,10.3,4.699999999999999,92.79475728200576
MASERATI,Quattroporte GTS,FULL-SIZE,3.8,8,AS8,Petrol,16.0,10.8,13.7,21,321,1.0,10.8,5.199999999999999,86.0987979983514
MAZDA,CX-3,COMPACT,2.0,4,AS6,Petrol,8.3,6.9,7.7,37,179,1.0,6.9,1.4000000000000004,99.09596137327283
MAZDA,CX-3 4WD,COMPACT,2.0,4,AS6,Petrol,8.6,7.4,8.1,35,189,1.0,7.4,1.1999999999999993,98.9624924410116
MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,Petrol,9.7,7.8,8.8,32,206,1.0,7.8,1.8999999999999997,98.3196483887526
MAZDA,CX-5 (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,Petrol,9.3,7.6,8.5,33,201,1.0,7.6,1.700000000000001,98.44430259265212
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,Petrol,10.2,8.2,9.3,30,217,1.0,8.2,2.0,98.06925603135443
MAZDA,CX-5 4WD (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,Petrol,9.8,7.9,9.0,31,208,1.0,7.9,1.9000000000000004,98.21002961477645
MAZDA,CX-5 Turbo 4WD,SUV - SMALL,2.5,4,AS6,Petrol,10.8,8.7,9.8,29,230,1.0,8.7,2.1000000000000014,97.86943552939134
MAZDA,CX-5 Diesel 4WD,SUV - SMALL,2.2,4,AS6,Diesel,8.9,7.9,8.4,34,227,0.9,7.9,1.0,98.55881867971277
MAZDA,CX-9,SUV - SMALL,2.5,4,AS6,Petrol,10.6,8.4,9.6,29,225,1.0,8.4,2.1999999999999997,97.91877392493778
MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,AS6,Petrol,11.6,9.1,10.5,27,244,1.0,9.1,2.5,97.50487960674265
MAZDA,Mazda3 4-Door,COMPACT,2.0,4,AS6,Petrol,8.4,6.6,7.6,37,178,1.0,6.6,1.8000000000000007,99.11142962701172
MAZDA,Mazda3 4-Door,COMPACT,2.5,4,AS6,Petrol,8.8,6.4,7.7,37,181,1.0,6.4,2.4000000000000004,98.79819748879932
MAZDA,Mazda3 4-Door (Cylinder Deactivation),COMPACT,2.5,4,AS6,Petrol,8.8,6.6,7.8,36,183,1.0,6.6,2.200000000000001,98.73696898441624
MAZDA,Mazda3 4-Door 4WD,COMPACT,2.5,4,AS6,Petrol,9.2,7.0,8.2,34,192,1.0,7.0,2.1999999999999997,98.56162419632227
MAZDA,Mazda3 5-Door,MID-SIZE,2.0,4,AS6,Petrol,8.6,6.7,7.7,37,181,1.0,6.7,1.8999999999999997,99.09596137327283
MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4,AS6,Petrol,9.0,6.8,8.0,35,187,1.0,6.8,2.2,98.65180151591345
MAZDA,Mazda3 5-Door 4WD,MID-SIZE,2.5,4,AS6,Petrol,9.8,7.4,8.7,32,204,1.0,7.4,2.4000000000000004,98.34200484923458
MAZDA,Mazda6,MID-SIZE,2.5,4,AS6,Petrol,9.1,6.7,8.0,35,187,1.0,6.7,2.3999999999999995,98.65180151591345
MAZDA,Mazda6 Turbo,MID-SIZE,2.5,4,AS6,Petrol,10.0,7.5,8.9,32,208,1.0,7.5,2.5,98.29729192827062
MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Petrol,9.0,6.6,7.9,36,186,1.0,6.6,2.4000000000000004,99.0310806423125
MERCEDES-BENZ,AMG C 43 4MATIC,COMPACT,3.0,6,A9,Petrol,12.4,8.7,10.7,26,253,1.0,8.7,3.700000000000001,94.98750394029992
MERCEDES-BENZ,AMG C 43 4MATIC Cabriolet,SUBCOMPACT,3.0,6,A9,Petrol,12.7,9.2,11.2,25,263,1.0,9.2,3.5,94.51797699671282
MERCEDES-BENZ,AMG C 43 4MATIC Coupe,SUBCOMPACT,3.0,6,A9,Petrol,12.9,8.8,11.1,25,255,1.0,8.8,4.1,94.5694862816633
MERCEDES-BENZ,AMG C 43 4MATIC Wagon,STATION WAGON - SMALL,3.0,6,A9,Petrol,12.4,8.9,10.8,26,255,1.0,8.9,3.5,94.93797578169368
MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8,A9,Petrol,13.2,8.7,11.2,25,263,1.0,8.7,4.5,90.03094595213744
MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8,A9,Petrol,13.2,8.7,11.2,25,263,1.0,8.7,4.5,90.03094595213744
MERCEDES-BENZ,AMG C 63 S Cabriolet,SUBCOMPACT,4.0,8,A9,Petrol,13.9,9.7,12.0,24,282,1.0,9.7,4.200000000000001,88.84050914439295
MERCEDES-BENZ,AMG C 63 S Coupe,SUBCOMPACT,4.0,8,A9,Petrol,13.9,9.2,11.8,24,277,1.0,9.2,4.700000000000001,89.03128427383919
MERCEDES-BENZ,AMG CLS 53 4MATIC+,COMPACT,3.0,6,A9,Petrol,12.4,8.7,10.7,26,235,1.0,8.7,3.700000000000001,94.98750394029992
MERCEDES-BENZ,AMG E 53 4MATIC+,MID-SIZE,3.0,6,A9,Petrol,11.2,8.3,9.9,29,232,1.0,8.3,2.8999999999999986,95.89096586797913
MERCEDES-BENZ,AMG E 53 4MATIC+ Cabriolet,SUBCOMPACT,3.0,6,A9,Petrol,12.5,9.0,10.9,26,245,1.0,9.0,3.5,94.88844762308744
MERCEDES-BENZ,AMG E 53 4MATIC+ Coupe,SUBCOMPACT,3.0,6,A9,Petrol,12.3,8.5,10.6,27,237,1.0,8.5,3.8000000000000007,95.23147598084172
MERCEDES-BENZ,AMG E 53 4MATIC+ Wagon,STATION WAGON - MID-SIZE,3.0,6,A9,Petrol,11.5,8.6,10.2,28,239,1.0,8.6,2.9000000000000004,95.59599274603363
MERCEDES-BENZ,AMG E 63 S 4MATIC+,MID-SIZE,4.0,8,A9,Petrol,16.0,10.5,13.5,21,318,1.0,10.5,5.5,85.57007835388612
MERCEDES-BENZ,AMG E 63 S 4MATIC+ Wagon,STATION WAGON - MID-SIZE,4.0,8,A9,Petrol,14.6,10.4,12.7,22,299,1.0,10.4,4.199999999999999,87.0715033986188
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,4.0,8,A9,Petrol,18.1,15.6,17.0,17,396,1.0,15.6,2.5000000000000018,77.39400137761905
MERCEDES-BENZ,AMG GLC 43 4MATIC,SUV - SMALL,3.0,6,A9,Petrol,12.5,9.6,11.2,25,262,1.0,9.6,2.9000000000000004,94.51797699671282
MERCEDES-BENZ,AMG GLC 43 4MATIC Coupe,SUV - SMALL,3.0,6,A9,Petrol,12.6,9.7,11.3,25,265,1.0,9.7,2.9000000000000004,94.46646771176233
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,SUV - SMALL,4.0,8,A9,Petrol,15.0,10.9,13.2,21,309,1.0,10.9,4.1,85.89712143293681
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+ Coupe,SUV - SMALL,4.0,8,A9,Petrol,15.0,10.9,13.2,21,309,1.0,10.9,4.1,85.89712143293681
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6,A9,Petrol,14.0,10.6,12.4,23,292,1.0,10.6,3.4000000000000004,93.34446111349313
MERCEDES-BENZ,AMG GLE 43 4MATIC Coupe,SUV - STANDARD,3.0,6,A9,Petrol,14.1,10.9,12.6,22,297,1.0,10.9,3.1999999999999997,92.9118238387114
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,4.7,8,A7,Petrol,17.7,13.4,15.8,18,370,1.0,13.4,4.299999999999999,76.6754150567049
MERCEDES-BENZ,AMG GLE 63 S 4MATIC Coupe,SUV - STANDARD,4.7,8,A7,Petrol,17.2,12.8,15.2,19,357,1.0,12.8,4.399999999999999,78.76758230963192
MERCEDES-BENZ,AMG GLS 63 4MATIC,SUV - STANDARD,4.7,8,A7,Petrol,17.8,13.2,15.7,18,370,1.0,13.2,4.600000000000001,76.82485557477112
